timestamp,titulo,ubicacion,link,descripcion_ampliada,certificado_energetico,tipo_vivienda,precio_num,habitaciones_num,baños_num,superficie_construida_num,superficie_util_num,metros_num,lat,lon
2025-04-16 11:20:56.879225,"Casa adosada en calle de los Hermanos San Román, 1",Estación-Zona Norte (Pozuelo de Alarcón),https://www.pisos.com/comprar/casa_adosada-estacion_zona_norte28224-5106780590_109700/,"Parcela 7. Tipo V. Casa adosada de obra nueva, de 338 m2 de superficie construida, y ubicada en la zona de Pozuelo de Alarcón. Está distribuida en 5 habitaciones, 5 baños completos, lavadero, terraza 44,52 m2, jardín de 52,90 m2 , parcela de 144 m2.. Incluye extras como garaje y trastero.",Clasificación: En trámite,Adosada,1300000.0,5.0,5.0,338.0,155.36831477732792,338.0,40.4492938,-3.8070858
2025-04-16 11:20:56.949513,"Piso en calle Real, 9",Casco Antiguo (San Sebastián de los Reyes),https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-53387680450_515177/,"¡Descubre tu nuevo hogar en el corazón de San Sebastián de los Reyes!
Este magnífico piso, situado en calle Real lleno de vida, te ofrece la comodidad y el estilo que siempre has deseado.

Con 95 m² construidos, cuenta con tres dormitorios amplios y luminosos, con armarios empotrados, ideales para una familia o para aquellos que buscan espacio extra.
Con dos baños, uno en la Suite con plato de ducha y otro con bañera, garantizan el confort diario.

La cocina está equipada y tiene acceso a una terraza.

El gran salón, con un ventanal que inunda de luz natural el espacio, es perfecto para relajarse o recibir visitas y con acceso a la terraza, ideal para disfrutar al aire libre.

Ubicado en la primera planta de un edificio con ascensor, construido en 1974, se encuentra para reformar y cuenta con orientación este. No dejes pasar esta oportunidad única de vivir en una de las zonas más demandadas de Madrid. ¡Ven a verlo y enamórate!

NEGOCIABLE.",Clasificación: En trámite,Desconocido,330000.0,3.0,2.0,95.0,89.0,95.0,40.545353,-3.6276307
2025-04-16 11:20:57.009922,"Piso en calle de la Plata, s/n",Zona Sureste (Torrejón de Ardoz),https://www.pisos.com/comprar/piso-zona_sureste-5129162041_109700/,"7F. Piso en una finca de obra nueva de 82 m2 de superficie construida y emplazado en la zona de Torrejón de Ardoz, posicionado en planta 7. Está dispuesto en 2 habitaciones, 2 baños completos y terraza de 6.5 m2. Cuenta como extras garaje y trastero.",Clasificación: En trámite,Desconocido,345900.0,2.0,2.0,82.0,155.36831477732792,82.0,40.4555498,-3.4545642
2025-04-16 11:20:57.079706,"Piso en calle Urbanización El Roquedal, nº 13",Hoyo de Manzanares,https://www.pisos.com/comprar/piso-hoyo_de_manzanares_centro_urbano-46711883004_994129/,"¡ Vive y disfruta en pleno pulmón Sierra de Hoyo de Manzanares ¡
Estupenda vivienda en la Urbanización El Roquedal desde donde podrás ver Los Picazos, La silla del diablo y la peña la Covacha.
REMAX ALPHA le ofrece esta fabulosa y luminosa vivienda de 123 m2 cuadrados con plaza de estacionamiento exterior N.º 77 y trastero, urbanización privada con zonas ajardinadas, zonas infantiles, 2 piscinas principal e infantil, pista polideportiva, pista de tenis y pádel.
La vivienda se distribuye en hall de entrada y pasillo que redistribuye aun amplio y luminoso salón con terraza y chimenea en funcionamiento rematada con piedra berroqueña, terraza cubierta con ventanales de corredera lacado blanco y acristalamiento climalit 4/6/ con barrotillo estilo inglés y toldos, cocina totalmente equipada con terraza tendedero con vistas a la sierra, 1 dormitorio o opción de cuarto de estar, 1 dormitorio con armario empotrado ventanal con vistas a la sierra y contraventanas fraileras aluminio anodizado granate, cuarto de baño completo de cortesía, dormitorio principal con cuarto de baño en suite con armarios empotrados.
La Urbanización El Roquedal formada por 26 edificios con total de 156 viviendas, ITE favorable.
Urbanización cerrada con zonas de recreos, descanso, infantiles y deportivas con pistas de paddle, tenis y baloncesto y futbol-sala.
Además, cuenta con parques infantiles donde los niños pueden divertirse y pasar la tarde con amigos. Asimismo, también posee canchas de tenis con vistas a los roquedales y a las formaciones montañosas que rodean esta preciosa urbanización, cerca de ellas también hay un espacio para hacer días de campo y disfrutar de una buena comida luego de entrenar.
Las instalaciones de los apartamentos se destacan por sus fachadas ladrillo visto con persianas fraileras. Cada piso cuenta con una pequeña terraza donde puedes instalar un espacio personal para pasar las tardes o para desayunar. La tranquilidad de vivir en la urbanización El Roquedal puede sentir la paz que ofrece la naturaleza.
La sierra de Hoyo está rodeada de numerosas urbanizaciones, localidades y carreteras, que ejercen sobre ella una fuerte presión demográfica y constructora (algunas urbanizaciones se han edificado sobre sus laderas).
Se trata de una de las zonas residenciales más concurridas de la Comunidad de Madrid, que se encuentra, además, muy bien comunicada por la A-6 (autopista del Noroeste), que discurre al pie de sus laderas occidentales. Otras vías de importancia son la comarcal M-608 Venturada-Collado Villalba, que pasa al lado de su vertiente norte por el noroeste, y la local M-618, en su parte meridional.
Al sur de la sierra se sitúa Hoyo de Manzanares y, bordeándola por el oeste, aparecen las urbanizaciones Parque Lagos (Galapagar) y La Berzosa (Hoyo de Manzanares) y el municipio de Collado Villalba. Este último integra dos importantes áreas urbanas (La Estación y el Pueblo), en los que residen de forma estable casi 60 000 habitantes, a los que hay que añadir la población flotante.
No pierdas la oportunidad de vivir en esta fantástica zona de Hoyo de Manzanares.",Clasificación: Disponible,Desconocido,284000.0,3.0,2.0,123.0,94.0,123.0,40.622730436115255,-3.9071235135966056
2025-04-16 11:20:57.149550,Piso en calle de Tetuán,Sol (Distrito Centro. Madrid Capital),https://www.pisos.com/comprar/piso-sol_barrio28013-53433152926_524671/,"Studios y proyectos madrid vende espectacular piso! En una cuarta planta en el centro de madrid, zona: gran via, callao, sol, totalmente reformada y equipada con altas calidades a estrenar.

Gran piso de 140 m²
Puede usarse además de vivienda familiar también de uso de alquiler turístico.

Con una distribución de 3 habitaciones dobles totalmente amuebladas y equipadas,
Tres de ellas en suite con 3 baños. Salón, comedor.
Cocina integrada con todos los electrodomésticos de alta gama y diseño,
Calefacción individual de gas natural, aire acondicionado, ventanas climalit, suelos de tarima de madera, armarios empotrados.

Se entrega con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces led, incluyen carpintería artesanal e iluminación de diferentes ambientes.

Muchas de nuestras propiedades no aparecen en idealista, consulta nuestra página web para ver más propiedades exclusivas.",Clasificación: Disponible,Desconocido,1119000.0,3.0,3.0,139.0,125.0,139.0,40.4174162,-3.7038621
2025-04-16 11:20:57.214461,Piso en Avenida Coruña,Arroyos y Tempranales (San Sebastián de los Reyes),https://www.pisos.com/comprar/piso-arroyos_y_tempranales28702-41742370937_106000/,"Venta de piso ALQUILADO actualmente con los pagos al día, ideal para inversores, sin posibilidad de visita interior, SE ESTUDIAN OFERTAS.

Renta actual: 980.06€/mes.

Fecha de fin de contrato: 04/2027.


¡SIN COMISIONES DE AGENCIA!
Piso en San Sebastián de Los Reyes, Madrid. Dispone de una superficie de ciento cincuenta y dos m² distribuidos en salón-comedor, cocina individual amueblada con lavadero, tres habitaciones con armarios empotrados y dos baños completos con bañera. Cuenta con suelos de parquet y la finca tiene ascensor. Aire acondicionado. Calefacción y agua caliente de gas natural. Plaza de garaje en el sótano del mismo edificio, incluida en el precio. Exterior. Luminoso. Piscina.

Situado en una zona residencial cerca de servicios, comercios y de paradas de autobús. Con fácil acceso a la A1

INMOLINE, 91 616 32 20 ?€? WhatsApp 663 143 487: Somos una empresa de mediación inmobiliaria, con una amplia y eficaz experiencia en el sector. Estamos especializados en Alquiler y Venta de inmuebles en Madrid capital y en su provincia. Whatsapp seis seis tres uno cuatro tres cuatro ocho siete.",Clasificación: Pendiente de completar,Desconocido,367000.0,3.0,2.0,129.0,155.36831477732792,129.0,40.562695,-3.627517
2025-04-16 11:20:57.279459,Piso en Avenida de Menorca,Pinar-Punta Galea (Las Rozas de Madrid),https://www.pisos.com/comprar/piso-pinar_punta_galea28290-53410897274_100500/,"¡PARA INVERSORES!

Se vende este piso con inquilinos.

Este encantador piso de 138 m² incluida la terraza y elementos comunes, ofrece una vida cómoda y tranquila en una preciosa urbanización cerrada y privada.
Idealmente comunicada, con acceso directo a la A-6, cerca de las estaciones del tren de cercanías del Pinar de Las Rozas y de Las Matas y muy cerca de las paradas de los autobuses que conectan con el intercambiador de Moncloa, en un instante.

El piso cuenta con 3 dormitorios luminosos ideales para el descanso y el estudio. Dispone de 2 baños, uno de ellos con ducha y un aseo adicional, para tu mayor comodidad.
El amplio salón comedor se llena de luz natural, comunicado directamente con una gran terraza cerrada, creando un ambiente acogedor perfecto para reuniones familiares o momentos de relax con cualquier tipo de climatología.
La cocina espaciosa invita a preparar deliciosas comidas. Dispone de una terraza actualmente utilizada como despensa, cuarto de lavadoras, tendedero y donde se ubica la caldera individual. que hará la vida mucho más cómoda.
Todas las habitaciones constan de armarios empotrados, más otro adicional en el vestíbulo, para que no te falte el espacio para almacenaje.
Su calefacción de gas natural y aire acondicionado, crearán el ambiente perfecto en cualquier época del año.

Para tu comodidad, el inmueble consta de un espacioso trastero y 2 amplias plazas de parking de fácil acceso, todo ello incluido en el precio.

La urbanización completamente cerrada y privada, con seguridad 24 horas, 2 piscinas para adultos y niños, 2 pistas de pádel, zona infantil y multitud de espacios ajardinados, conseguirán que te sientas en un oasis donde olvidarte del habitual ritmo frenético del día a día.

Construido en 1999, este piso en buen estado es apto para personas con movilidad reducida gracias a sus rampas de acceso, elevador para personas con movilidad reducida y ascensor.

No pierdas la oportunidad de comprar con gran rentabilidad, en un entorno privilegiado con orientación sur y este, que garantiza luminosidad en todos los espacios.
¡Llama ya para más información y haz de este piso tu soñada inversión!",Clasificación: Disponible,Desconocido,520000.0,3.0,3.0,138.0,155.36831477732792,138.0,40.5346706,-3.8925666
2025-04-16 11:20:57.339761,Piso en calle de Martínez Izquierdo,Guindalera (Distrito Salamanca. Madrid Capital),https://www.pisos.com/comprar/piso-guindalera28028-51765010516_440000/,"Este espacioso piso en venta, situado en la Calle de Martínez Izquierdo, en el encantador barrio de Guindalera, te ofrece una oportunidad única.

Con una superficie total de 237 m² (198 m² útiles), este inmueble se encuentra en un bajo exterior, lo que le otorga gran luminosidad y acceso directo desde la calle.

Aunque originalmente se utilizó como oficina, está registrada como vivienda, lo que lo convierte en una excelente opción para aquellos que buscan un espacio amplio y adaptable, tanto para uso residencial como para posibles reformas según sus necesidades.

Ubicado en edificio con ascensor, este piso orientado al sur. Cuenta con aire acondicionado y calefacción central que aseguran confort en cualquier época del año. Además, cuenta con un amplio sótano multifuncional.

Actualmente unificado con la vivienda vecina, pero se venden por separado, ofreciendo múltiples posibilidades de uso.

Ubicado en una zona privilegiada, estarás bien comunicado con el resto de la ciudad gracias a su cercanía a la calle Francisco Silvela, el metro Diego de León y varias líneas de autobús. La salida directa a la M-30 facilita el acceso a otras áreas de Madrid.
Esta es tu oportunidad de vivir en una de las mejores zonas de la capital. ¡No la dejes escapar!
Ven a visitarlo y descubre tu nuevo hogar.",Clasificación: En trámite,Desconocido,650000.0,3.0,1.0,235.0,197.0,235.0,40.432476,-3.6713348
2025-04-16 11:20:57.409301,Piso en calle de Bocángel,Fuente del Berro (Distrito Salamanca. Madrid Capital),https://www.pisos.com/comprar/piso-fuente_del_berro28028-631974332_440000/,"Moderna y luminosa Vivienda totalmente exterior, con una superficie aproximada total de 75 m².

Consta de tres dormitorios (dos individuales y uno doble), amplia cocina independiente totalmente equipada, acogedor salón-comedor, dos terrazas, un completo cuarto de baño (plato de ducha con mampara) y hall-distribuidor.

Con una fantástica distribución, que permite el máximo aprovechamiento de todos los espacios, muy soleado, cuenta con dos agradables terrazas exteriores, ventilación cruzada en todas sus estancias, techos altos, suelos de parquet, cerramientos dobles (climalite y oscilobatientes), aire acondicionado inverter, práctico y espacioso altillo de almacenamiento y puerta blindada.

Presentamos diversos planos, que además de la distribución actual, y planteando solo pequeñas modificaciones o mejoras, puedan adaptar el inmueble a diferentes gustos o necesidades habitacionales.

El edificio, con portero físico, calefacción central (con contadores individualizados y válvulas termostáticas), ascensor y sin barreras arquitectónicas; está además ubicado en el acogedor y tranquilo Barrio de la Fuente del Berro, donde cuenta con la cercanía del disfrutable Parque Quinta de La Fuente del Berro a apenas unos minutos andando, una de las zonas verdes con mas encanto de la capital, aportando un esplendido ambiente, en un Distrito Residencial seguro y muy bien comunicado.

En las proximidades cuenta con múltiples opciones de transporte: por Metro (Ventas y Manuel Becerra), diversas líneas de autobús con paradas a ambos lados de la calle Alcalá, cómoda y rápida salida a la M30 y muy cercana andando a algunas de las principales y más importantes zonas de la capital.

También en las inmediaciones cuenta con toda clase de servicios tanto asistenciales, como educacionales, comerciales, culturales, así como de deporte-ocio.

SIN COMISIÓN ADICIONAL A NUESTRO CLIENTE COMPRADOR.",Clasificación: Disponible,Desconocido,550000.0,3.0,1.0,75.0,68.0,75.0,40.427236,-3.662706
2025-04-16 11:20:57.474608,"Chalet en Carretera de Madrid, 20",Aldea del Fresno,https://www.pisos.com/comprar/chalet-aldea_del_fresno_centro_urbano-43379000866_101800/,"¡Sr. Comprador, el fresno no le cobra honorarios por la compra de su inmueble!

Chalet independiente con estupenda piscina en parcela de más de 500m². 105m² construidos en planta baja y distribuidos en 2 salones, 3 dormitorios, cocina y cuarto de baño, además de porche de acceso, terraza, trastero y cuarto de aseo. Para reforma general

En aldea del fresno, población madrileña de más de 3000 habitantes, con todos los servicios y rodeada de plena naturaleza. Situada a 49 km de madrid y a 18 de navalcarnero
.Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual",Clasificación: No indicado,Desconocido,215000.0,4.0,1.0,105.0,155.36831477732792,105.0,40.3239,-4.20325
